candidate_id,brand_id,name_en,name_zh,domain,similar_group,industry,source_type,source_name,source_url,license,license_url,raw_file,webp_file,original_format,width,height,file_size_bytes,is_wordmark,has_visible_text,quality_score,match_confidence,review_status,notes
svglogo_icbc_pay_icbc_wordmark,icbc,ICBC,中国工商银行,icbc.com.cn,bank_china,金融商业,svglogo,HeyHuazi/SVGLOGO,https://www.icbc.com.cn/,unknown,,assets/_raw/svglogo/pay/ICBC_wordmark.svg,assets/_candidates/svglogo/pay/pay_icbc_wordmark.webp,svg,,,3758,true,unknown,60,high,pending,
svglogo_china_construction_bank_pay_ccb,china_construction_bank,China Construction Bank,中国建设银行,ccb.com,bank_china,金融商业,svglogo,HeyHuazi/SVGLOGO,http://www.ccb.com/,unknown,,assets/_raw/svglogo/pay/CCB.svg,assets/_candidates/svglogo/pay/pay_ccb.webp,svg,,,6938,false,unknown,90,high,pending,
svglogo_china_construction_bank_pay_ccb_wordmark,china_construction_bank,China Construction Bank,中国建设银行,ccb.com,bank_china,金融商业,svglogo,HeyHuazi/SVGLOGO,http://www.ccb.com/,unknown,,assets/_raw/svglogo/pay/CCB_wordmark.svg,assets/_candidates/svglogo/pay/pay_ccb_wordmark.webp,svg,,,5802,true,unknown,60,high,pending,
svglogo_agricultural_bank_of_china_pay_abc,agricultural_bank_of_china,Agricultural Bank of China,中国农业银行,abchina.com,bank_china,金融商业,svglogo,HeyHuazi/SVGLOGO,https://www.abchina.com/,unknown,,assets/_raw/svglogo/pay/ABC.svg,assets/_candidates/svglogo/pay/pay_abc.webp,svg,,,7316,false,unknown,90,high,pending,
svglogo_agricultural_bank_of_china_pay_abc_wordmark,agricultural_bank_of_china,Agricultural Bank of China,中国农业银行,abchina.com,bank_china,金融商业,svglogo,HeyHuazi/SVGLOGO,https://www.abchina.com/,unknown,,assets/_raw/svglogo/pay/ABC_wordmark.svg,assets/_candidates/svglogo/pay/pay_abc_wordmark.webp,svg,,,6922,true,unknown,60,high,pending,
svglogo_chanel_cosmetic_chanel,chanel,Chanel,香奈儿,chanel.com,luxury_fashion,服装时尚,svglogo,HeyHuazi/SVGLOGO,https://www.chanel.cn/cn/,unknown,,assets/_raw/svglogo/cosmetic/chanel.svg,assets/_candidates/svglogo/cosmetic/cosmetic_chanel.webp,svg,,,11536,false,unknown,90,medium,pending,
svglogo_air_china_airline_airchina,air_china,Air China,中国国际航空,airchina.com,airline_china,汽车交通,svglogo,HeyHuazi/SVGLOGO,https://www.airchina.com.cn/,unknown,,assets/_raw/svglogo/airline/AirChina.svg,assets/_candidates/svglogo/airline/airline_airchina.webp,svg,,,9160,false,unknown,90,high,pending,
svglogo_china_southern_airlines_airline_chinasouthernairlines,china_southern_airlines,China Southern Airlines,中国南方航空,csair.com,airline_china,汽车交通,svglogo,HeyHuazi/SVGLOGO,https://www.csair.com/cn/,unknown,,assets/_raw/svglogo/airline/ChinaSouthernAirlines.svg,assets/_candidates/svglogo/airline/airline_chinasouthernairlines.webp,svg,,,7172,false,unknown,90,high,pending,
svglogo_china_eastern_airlines_airline_chinaeasternairlines,china_eastern_airlines,China Eastern Airlines,中国东方航空,ceair.com,airline_china,汽车交通,svglogo,HeyHuazi/SVGLOGO,https://www.ceair.com/,unknown,,assets/_raw/svglogo/airline/ChinaEasternAirlines.svg,assets/_candidates/svglogo/airline/airline_chinaeasternairlines.webp,svg,,,8978,false,unknown,90,high,pending,
svglogo_china_eastern_airlines_airline_shanghaiairlines,china_eastern_airlines,China Eastern Airlines,中国东方航空,ceair.com,airline_china,汽车交通,svglogo,HeyHuazi/SVGLOGO,https://www.ceair.com/,unknown,,assets/_raw/svglogo/airline/ShanghaiAirlines.svg,assets/_candidates/svglogo/airline/airline_shanghaiairlines.webp,svg,,,8358,false,unknown,60,high,pending,
svglogo_hainan_airlines_airline_hainanairlines,hainan_airlines,Hainan Airlines,海南航空,hainanairlines.com,airline_china,汽车交通,svglogo,HeyHuazi/SVGLOGO,https://www.hnair.com/,unknown,,assets/_raw/svglogo/airline/HainanAirlines.svg,assets/_candidates/svglogo/airline/airline_hainanairlines.webp,svg,,,31160,false,unknown,90,high,pending,
svglogo_hainan_airlines_airline_hainanairlines_wordmark,hainan_airlines,Hainan Airlines,海南航空,hainanairlines.com,airline_china,汽车交通,svglogo,HeyHuazi/SVGLOGO,https://www.hnair.com/,unknown,,assets/_raw/svglogo/airline/HainanAirlines_wordmark.svg,assets/_candidates/svglogo/airline/airline_hainanairlines_wordmark.webp,svg,,,11142,true,unknown,60,high,pending,
svglogo_tsinghua_university_school_thu,tsinghua_university,Tsinghua University,清华大学,tsinghua.edu.cn,education_china,公共机构/教育,svglogo,HeyHuazi/SVGLOGO,http://www.tsinghua.edu.cn,unknown,,assets/_raw/svglogo/school/THU.svg,assets/_candidates/svglogo/school/school_thu.webp,svg,,,37584,false,unknown,90,high,pending,
svglogo_tsinghua_university_school_thu_wordmark,tsinghua_university,Tsinghua University,清华大学,tsinghua.edu.cn,education_china,公共机构/教育,svglogo,HeyHuazi/SVGLOGO,http://www.tsinghua.edu.cn,unknown,,assets/_raw/svglogo/school/THU_wordmark.svg,assets/_candidates/svglogo/school/school_thu_wordmark.webp,svg,,,16598,true,unknown,60,high,pending,
svglogo_peking_university_school_pku,peking_university,Peking University,北京大学,pku.edu.cn,education_china,公共机构/教育,svglogo,HeyHuazi/SVGLOGO,https://www.pku.edu.cn,unknown,,assets/_raw/svglogo/school/PKU.svg,assets/_candidates/svglogo/school/school_pku.webp,svg,,,22594,false,unknown,90,high,pending,
svglogo_peking_university_school_pku_wordmark,peking_university,Peking University,北京大学,pku.edu.cn,education_china,公共机构/教育,svglogo,HeyHuazi/SVGLOGO,https://www.pku.edu.cn,unknown,,assets/_raw/svglogo/school/PKU_wordmark.svg,assets/_candidates/svglogo/school/school_pku_wordmark.webp,svg,,,9596,true,unknown,60,high,pending,
svglogo_fudan_university_school_fdu,fudan_university,Fudan University,复旦大学,fudan.edu.cn,education_china,公共机构/教育,svglogo,HeyHuazi/SVGLOGO,http://www.fudan.edu.cn,unknown,,assets/_raw/svglogo/school/FDU.svg,assets/_candidates/svglogo/school/school_fdu.webp,svg,,,23858,false,unknown,90,high,pending,
svglogo_fudan_university_school_fdu_wordmark,fudan_university,Fudan University,复旦大学,fudan.edu.cn,education_china,公共机构/教育,svglogo,HeyHuazi/SVGLOGO,http://www.fudan.edu.cn,unknown,,assets/_raw/svglogo/school/FDU_wordmark.svg,assets/_candidates/svglogo/school/school_fdu_wordmark.webp,svg,,,11324,true,unknown,60,high,pending,
svglogo_zhejiang_university_school_zju,zhejiang_university,Zhejiang University,浙江大学,zju.edu.cn,education_china,公共机构/教育,svglogo,HeyHuazi/SVGLOGO,http://www.zju.edu.cn,unknown,,assets/_raw/svglogo/school/ZJU.svg,assets/_candidates/svglogo/school/school_zju.webp,svg,,,23336,false,unknown,90,high,pending,
svglogo_zhejiang_university_school_zju_wordmark,zhejiang_university,Zhejiang University,浙江大学,zju.edu.cn,education_china,公共机构/教育,svglogo,HeyHuazi/SVGLOGO,http://www.zju.edu.cn,unknown,,assets/_raw/svglogo/school/ZJU_wordmark.svg,assets/_candidates/svglogo/school/school_zju_wordmark.webp,svg,,,9940,true,unknown,60,high,pending,
website-icons_reebok_icon_1,reebok,Reebok,锐步,reebok.com,sportswear,服装时尚,website-icons,official website declared icon,https://www.reebok.com/cdn/shop/files/favicon-96.png?v=1768414823&width=32,unknown,,assets/_raw/website-icons/reebok/website-icons_reebok_icon_1.webp,assets/_candidates/website-icons/reebok/website-icons_reebok_icon_1.webp,webp,512,512,3258,unknown,unknown,50,medium,pending,icon
website-icons_reebok_og_image_2,reebok,Reebok,锐步,reebok.com,sportswear,服装时尚,website-icons,official website declared icon,http://www.reebok.com/cdn/shop/files/600x1200.jpg?v=1770045420&width=1024,unknown,,assets/_raw/website-icons/reebok/website-icons_reebok_og_image_2.webp,assets/_candidates/website-icons/reebok/website-icons_reebok_og_image_2.webp,webp,512,512,11800,unknown,unknown,20,medium,pending,og:image
website-icons_the_north_face_manifest_1,the_north_face,The North Face,北面,thenorthface.com,outdoor_sports,服装时尚,website-icons,official website declared icon,https://www.thenorthface.com/pwa/md.png?v=2,unknown,,assets/_raw/website-icons/the_north_face/website-icons_the_north_face_manifest_1.png,assets/_candidates/website-icons/the_north_face/website-icons_the_north_face_manifest_1.webp,png,512,512,7226,unknown,unknown,100,medium,pending,manifest
website-icons_the_north_face_manifest_2,the_north_face,The North Face,北面,thenorthface.com,outdoor_sports,服装时尚,website-icons,official website declared icon,https://www.thenorthface.com/pwa/lg.png?v=2,unknown,,assets/_raw/website-icons/the_north_face/website-icons_the_north_face_manifest_2.png,assets/_candidates/website-icons/the_north_face/website-icons_the_north_face_manifest_2.webp,png,512,512,6946,unknown,unknown,100,medium,pending,manifest
website-icons_the_north_face_manifest_3,the_north_face,The North Face,北面,thenorthface.com,outdoor_sports,服装时尚,website-icons,official website declared icon,https://www.thenorthface.com/pwa/sm.png?v=2,unknown,,assets/_raw/website-icons/the_north_face/website-icons_the_north_face_manifest_3.png,assets/_candidates/website-icons/the_north_face/website-icons_the_north_face_manifest_3.webp,png,512,512,8484,unknown,unknown,85,medium,pending,manifest
website-icons_the_north_face_apple_touch_icon_4,the_north_face,The North Face,北面,thenorthface.com,outdoor_sports,服装时尚,website-icons,official website declared icon,https://www.thenorthface.com/touch-icon-iphone.png?v=2,unknown,,assets/_raw/website-icons/the_north_face/website-icons_the_north_face_apple_touch_icon_4.png,assets/_candidates/website-icons/the_north_face/website-icons_the_north_face_apple_touch_icon_4.webp,png,512,512,10812,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_patagonia_apple_touch_icon_1,patagonia,Patagonia,巴塔哥尼亚,patagonia.com,outdoor_sports,服装时尚,website-icons,official website declared icon,https://patagonia.com/on/demandware.static/Sites-patagonia-us-Site/-/default/dw973ab60f/images/patagonia-touch-icon.png,unknown,,assets/_raw/website-icons/patagonia/website-icons_patagonia_apple_touch_icon_1.webp,assets/_candidates/website-icons/patagonia/website-icons_patagonia_apple_touch_icon_1.webp,webp,512,512,4364,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_patagonia_icon_2,patagonia,Patagonia,巴塔哥尼亚,patagonia.com,outdoor_sports,服装时尚,website-icons,official website declared icon,https://patagonia.com/on/demandware.static/Sites-patagonia-us-Site/-/default/dw3123eb5f/images/favicons/favicon-16x16.png,unknown,,assets/_raw/website-icons/patagonia/website-icons_patagonia_icon_2.png,assets/_candidates/website-icons/patagonia/website-icons_patagonia_icon_2.webp,png,512,512,4076,unknown,unknown,50,medium,pending,icon
website-icons_salomon_manifest_1,salomon,Salomon,萨洛蒙,salomon.com,outdoor_sports,服装时尚,website-icons,official website declared icon,https://salomon.com/favicons/icon-maskable.png,unknown,,assets/_raw/website-icons/salomon/website-icons_salomon_manifest_1.png,assets/_candidates/website-icons/salomon/website-icons_salomon_manifest_1.webp,png,512,512,2204,unknown,unknown,100,medium,pending,manifest
website-icons_salomon_apple_touch_icon_2,salomon,Salomon,萨洛蒙,salomon.com,outdoor_sports,服装时尚,website-icons,official website declared icon,https://salomon.com/favicons/apple-icon-180.png,unknown,,assets/_raw/website-icons/salomon/website-icons_salomon_apple_touch_icon_2.png,assets/_candidates/website-icons/salomon/website-icons_salomon_apple_touch_icon_2.webp,png,512,512,4144,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_salomon_icon_4,salomon,Salomon,萨洛蒙,salomon.com,outdoor_sports,服装时尚,website-icons,official website declared icon,https://salomon.com/favicons/icon.svg,unknown,,assets/_raw/website-icons/salomon/website-icons_salomon_icon_4.svg,assets/_candidates/website-icons/salomon/website-icons_salomon_icon_4.webp,svg,512,512,3692,unknown,unknown,50,medium,pending,icon
website-icons_under_armour_og_image_1,under_armour,Under Armour,安德玛,underarmour.com,outdoor_sports,服装时尚,website-icons,official website declared icon,https://www.underarmour.com/images/ua-logo-bg.png,unknown,,assets/_raw/website-icons/under_armour/website-icons_under_armour_og_image_1.png,assets/_candidates/website-icons/under_armour/website-icons_under_armour_og_image_1.webp,png,512,512,3224,unknown,unknown,20,medium,pending,og:image
website-icons_starbucks_manifest_1,starbucks,Starbucks,星巴克,starbucks.com,coffee_chain,餐饮食品,website-icons,official website declared icon,https://starbucks.com/pwa-icon-512.png,unknown,,assets/_raw/website-icons/starbucks/website-icons_starbucks_manifest_1.png,assets/_candidates/website-icons/starbucks/website-icons_starbucks_manifest_1.webp,png,512,512,21786,unknown,unknown,100,medium,pending,manifest
website-icons_starbucks_apple_touch_icon_2,starbucks,Starbucks,星巴克,starbucks.com,coffee_chain,餐饮食品,website-icons,official website declared icon,https://starbucks.com/apple-touch-icon.png,unknown,,assets/_raw/website-icons/starbucks/website-icons_starbucks_apple_touch_icon_2.png,assets/_candidates/website-icons/starbucks/website-icons_starbucks_apple_touch_icon_2.webp,png,512,512,11458,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_starbucks_apple_touch_icon_3,starbucks,Starbucks,星巴克,starbucks.com,coffee_chain,餐饮食品,website-icons,official website declared icon,https://starbucks.com/apple-touch-icon-114x114.png,unknown,,assets/_raw/website-icons/starbucks/website-icons_starbucks_apple_touch_icon_3.png,assets/_candidates/website-icons/starbucks/website-icons_starbucks_apple_touch_icon_3.webp,png,512,512,11954,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_starbucks_apple_touch_icon_4,starbucks,Starbucks,星巴克,starbucks.com,coffee_chain,餐饮食品,website-icons,official website declared icon,https://starbucks.com/apple-touch-icon-120x120.png,unknown,,assets/_raw/website-icons/starbucks/website-icons_starbucks_apple_touch_icon_4.png,assets/_candidates/website-icons/starbucks/website-icons_starbucks_apple_touch_icon_4.webp,png,512,512,11968,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_costa_apple_touch_icon_1,costa,Costa Coffee,Costa 咖啡,costa.co.uk,coffee_chain,餐饮食品,website-icons,official website declared icon,https://costa.co.uk/icons/icon-48x48.png?v=41183af3b5ab54c18936fe36d908b421,unknown,,assets/_raw/website-icons/costa/website-icons_costa_apple_touch_icon_1.png,assets/_candidates/website-icons/costa/website-icons_costa_apple_touch_icon_1.webp,png,512,512,6296,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_costa_apple_touch_icon_2,costa,Costa Coffee,Costa 咖啡,costa.co.uk,coffee_chain,餐饮食品,website-icons,official website declared icon,https://costa.co.uk/icons/icon-72x72.png?v=41183af3b5ab54c18936fe36d908b421,unknown,,assets/_raw/website-icons/costa/website-icons_costa_apple_touch_icon_2.png,assets/_candidates/website-icons/costa/website-icons_costa_apple_touch_icon_2.webp,png,512,512,5868,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_costa_apple_touch_icon_3,costa,Costa Coffee,Costa 咖啡,costa.co.uk,coffee_chain,餐饮食品,website-icons,official website declared icon,https://costa.co.uk/icons/icon-96x96.png?v=41183af3b5ab54c18936fe36d908b421,unknown,,assets/_raw/website-icons/costa/website-icons_costa_apple_touch_icon_3.png,assets/_candidates/website-icons/costa/website-icons_costa_apple_touch_icon_3.webp,png,512,512,5708,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_costa_apple_touch_icon_4,costa,Costa Coffee,Costa 咖啡,costa.co.uk,coffee_chain,餐饮食品,website-icons,official website declared icon,https://costa.co.uk/icons/icon-144x144.png?v=41183af3b5ab54c18936fe36d908b421,unknown,,assets/_raw/website-icons/costa/website-icons_costa_apple_touch_icon_4.png,assets/_candidates/website-icons/costa/website-icons_costa_apple_touch_icon_4.webp,png,512,512,5338,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_mcdonalds_og_image_2,mcdonalds,McDonald's,麦当劳,mcdonalds.com,fast_food,餐饮食品,website-icons,official website declared icon,https://www.mcdonalds.com/content/dam/sites/usa/nfl/icons/McD_GoldenArches_200x200.jpg,unknown,,assets/_raw/website-icons/mcdonalds/website-icons_mcdonalds_og_image_2.jpg,assets/_candidates/website-icons/mcdonalds/website-icons_mcdonalds_og_image_2.webp,jpg,512,512,3528,unknown,unknown,20,medium,pending,og:image
website-icons_pizza_hut_icon_1,pizza_hut,Pizza Hut,必胜客,pizzahut.com,fast_food,餐饮食品,website-icons,official website declared icon,https://static.pizzahut.jp/jp/logos/favicon.png,unknown,,assets/_raw/website-icons/pizza_hut/website-icons_pizza_hut_icon_1.png,assets/_candidates/website-icons/pizza_hut/website-icons_pizza_hut_icon_1.webp,png,512,512,2684,unknown,unknown,50,medium,pending,icon
website-icons_red_bull_manifest_1,red_bull,Red Bull,红牛,redbull.com,beverage_energy,餐饮食品,website-icons,official website declared icon,https://img.redbull.com/images/t_android-touch-icon_512/favicons/www.redbull.com/single-bull/android-chrome-512.png,unknown,,assets/_raw/website-icons/red_bull/website-icons_red_bull_manifest_1.png,assets/_candidates/website-icons/red_bull/website-icons_red_bull_manifest_1.webp,png,512,512,5174,unknown,unknown,100,medium,pending,manifest
website-icons_red_bull_manifest_2,red_bull,Red Bull,红牛,redbull.com,beverage_energy,餐饮食品,website-icons,official website declared icon,https://img.redbull.com/images/t_android-touch-icon_1024/favicons/www.redbull.com/single-bull/android-chrome-1024.png,unknown,,assets/_raw/website-icons/red_bull/website-icons_red_bull_manifest_2.png,assets/_candidates/website-icons/red_bull/website-icons_red_bull_manifest_2.webp,png,512,512,5248,unknown,unknown,100,medium,pending,manifest
website-icons_red_bull_manifest_3,red_bull,Red Bull,红牛,redbull.com,beverage_energy,餐饮食品,website-icons,official website declared icon,https://img.redbull.com/images/t_android-touch-icon_192/favicons/www.redbull.com/single-bull/android-chrome-192.png,unknown,,assets/_raw/website-icons/red_bull/website-icons_red_bull_manifest_3.png,assets/_candidates/website-icons/red_bull/website-icons_red_bull_manifest_3.webp,png,512,512,4586,unknown,unknown,85,medium,pending,manifest
website-icons_red_bull_manifest_4,red_bull,Red Bull,红牛,redbull.com,beverage_energy,餐饮食品,website-icons,official website declared icon,https://img.redbull.com/images/t_android-touch-icon_384/favicons/www.redbull.com/single-bull/android-chrome-384.png,unknown,,assets/_raw/website-icons/red_bull/website-icons_red_bull_manifest_4.png,assets/_candidates/website-icons/red_bull/website-icons_red_bull_manifest_4.webp,png,512,512,5138,unknown,unknown,85,medium,pending,manifest
website-icons_tesla_apple_touch_icon_1,tesla,Tesla,特斯拉,tesla.com,ev_cars,汽车交通,website-icons,official website declared icon,https://tesla.com/themes/custom/tesla_frontend/assets/favicons/apple-touch-icon-57x57.png,unknown,,assets/_raw/website-icons/tesla/website-icons_tesla_apple_touch_icon_1.png,assets/_candidates/website-icons/tesla/website-icons_tesla_apple_touch_icon_1.webp,png,512,512,12336,unknown,unknown,80,medium,pending,apple-touch-icon
website-icons_tesla_apple_touch_icon_2,tesla,Tesla,特斯拉,tesla.com,ev_cars,汽车交通,website-icons,official website declared icon,https://tesla.com/themes/custom/tesla_frontend/assets/favicons/apple-touch-icon-60x60.png,unknown,,assets/_raw/website-icons/tesla/website-icons_tesla_apple_touch_icon_2.png,assets/_candidates/website-icons/tesla/website-icons_tesla_apple_touch_icon_2.webp,png,512,512,12948,unknown,unknown,80,medium,pending,apple-touch-icon
